Triplet_ID,PDB_ID,Common,V1,V2,region_common_V1,region_common_V2
1,6ted,O00267,P63272,Q92541,O00267:Z(176-781) | P63272:Y(2-117),O00267:Z(176-781) | Q92541:R(353-600)
115,5wg5,P62873,P25098,P59768,P62873:B(2-340) | P25098:A(30-668),P62873:B(2-340) | P59768:G(6-67)
115,3krx,P62873,P25098,P59768,P62873:B(3-340) | P25098:A(30-671),P62873:B(3-340) | P59768:G(8-67)
115,5he1,P62873,P25098,P59768,P62873:B(2-340) | P25098:A(29-668),P62873:B(2-340) | P59768:G(7-67)
116,5kgf,P62987,Q5QNW6,Q93079,P62987:M(1-76) | Q5QNW6:D(27-126),P62987:M(1-76) | Q93079:D(27-126)
116,5kgf,P62987,Q5QNW6,Q93079,P62987:M(1-76) | Q5QNW6:D(27-126),P62987:O(1-76) | Q93079:H(30-126)
116,5kgf,P62987,Q5QNW6,Q93079,P62987:O(1-76) | Q5QNW6:H(30-126),P62987:M(1-76) | Q93079:D(27-126)
116,5kgf,P62987,Q5QNW6,Q93079,P62987:O(1-76) | Q5QNW6:H(30-126),P62987:O(1-76) | Q93079:H(30-126)
117,6kpg,P63096,P62873,P21554,P63096:A(3-354) | P62873:B(3-340),P63096:A(3-354) | P21554:R(106-411)
117,6n4b,P63096,P62873,P21554,P63096:A(3-354) | P62873:B(3-340),P63096:A(3-354) | P21554:R(109-411)
118,4bws,P83876,O60828,O95400,P83876:D(5-137) | O60828:E(238-260),P83876:A(5-137) | O95400:C(279-341)
118,4bws,P83876,O60828,O95400,P83876:D(5-137) | O60828:E(238-260),P83876:D(5-137) | O95400:F(279-341)
118,4bws,P83876,O60828,O95400,P83876:A(5-137) | O60828:B(238-259),P83876:A(5-137) | O95400:C(279-341)
118,4bws,P83876,O60828,O95400,P83876:A(5-137) | O60828:B(238-259),P83876:D(5-137) | O95400:F(279-341)
119,5mnj,Q00987,P62979,O15151,Q00987:G(428-491) | P62979:F(1-76),Q00987:G(428-491) | O15151:H(427-490)
119,5mnj,Q00987,P62979,O15151,Q00987:G(428-491) | P62979:F(1-76),Q00987:C(429-491) | O15151:D(428-490)
119,5mnj,Q00987,P62979,O15151,Q00987:C(429-491) | P62979:B(2-76),Q00987:G(428-491) | O15151:H(427-490)
119,5mnj,Q00987,P62979,O15151,Q00987:C(429-491) | P62979:B(2-76),Q00987:C(429-491) | O15151:D(428-490)
120,6mup,Q03188,P49450,P62807,Q03188:L(519-537) | P49450:A(38-139),Q03188:K(518-537) | P62807:H(34-125)
120,6mup,Q03188,P49450,P62807,Q03188:L(519-537) | P49450:A(38-139),Q03188:L(519-537) | P62807:D(34-125)
120,6mup,Q03188,P49450,P62807,Q03188:K(518-537) | P49450:E(39-139),Q03188:K(518-537) | P62807:H(34-125)
120,6mup,Q03188,P49450,P62807,Q03188:K(518-537) | P49450:E(39-139),Q03188:L(519-537) | P62807:D(34-125)
120,6se6,Q03188,P49450,P62807,Q03188:V(519-536) | P49450:E(42-139),Q03188:V(519-536) | P62807:H(36-125)
120,6muo,Q03188,P49450,P62807,Q03188:K(519-537) | P49450:E(41-139),Q03188:K(519-537) | P62807:H(34-125)
120,6muo,Q03188,P49450,P62807,Q03188:K(519-537) | P49450:E(41-139),Q03188:L(520-537) | P62807:D(34-125)
120,6muo,Q03188,P49450,P62807,Q03188:L(520-537) | P49450:A(41-139),Q03188:K(519-537) | P62807:H(34-125)
120,6muo,Q03188,P49450,P62807,Q03188:L(520-537) | P49450:A(41-139),Q03188:L(520-537) | P62807:D(34-125)
120,6sef,Q03188,P49450,P62807,Q03188:V(519-536) | P49450:E(42-139),Q03188:V(519-536) | P62807:H(36-125)
120,6see,Q03188,P49450,P62807,Q03188:V(519-536) | P49450:A(42-139),Q03188:V(519-536) | P62807:D(34-125)
121,3bt2,Q03405,P00749,P04004,Q03405:U(23-297) | P00749:A(29-152),Q03405:U(23-297) | P04004:B(21-60)
121,3bt1,Q03405,P00749,P04004,Q03405:U(23-297) | P00749:A(28-152),Q03405:U(23-297) | P04004:B(21-60)
121,4k24,Q03405,P00749,P04004,Q03405:U(23-297) | P00749:A(28-152),Q03405:U(23-297) | P04004:B(21-60)
122,4hmy,Q10567,Q96PC3,P84077,Q10567:B(12-574) | Q96PC3:S(1-145),Q10567:B(12-574) | P84077:C(17-181)
123,6uro,Q10570,O95639,Q12996,Q10570:A(1-1443) | O95639:C(1-116),Q10570:A(1-1443) | Q12996:E(21-549)
123,6uro,Q10570,O95639,Q12996,Q10570:A(1-1443) | O95639:C(1-116),Q10570:A(1-1443) | Q12996:F(21-549)
124,6q6h,Q12834,Q13042,P20248,Q12834:R(73-499) | Q13042:Q(2-533),Q12834:R(73-499) | P20248:S(65-81)
125,5z58,Q12874,P14678,P08579,Q12874:w(2-499) | P14678:i(4-89),Q12874:w(2-499) | P08579:p(7-224)
126,6q6h,Q13042,Q9BS18,Q12834,Q13042:K(2-566) | Q9BS18:M(1-67),Q13042:Q(2-533) | Q12834:R(73-499)
126,6q6h,Q13042,Q9BS18,Q12834,Q13042:Q(2-533) | Q9BS18:M(1-67),Q13042:Q(2-533) | Q12834:R(73-499)
126,5g04,Q13042,Q9BS18,Q12834,Q13042:J(2-533) | Q9BS18:M(1-67),Q13042:J(2-533) | Q12834:R(73-499)
126,5g04,Q13042,Q9BS18,Q12834,Q13042:K(2-527) | Q9BS18:M(1-67),Q13042:J(2-533) | Q12834:R(73-499)
127,6r7h,Q13098,Q15370,P61201,Q13098:A(37-469) | Q15370:P(1-104),Q13098:A(37-469) | P61201:B(30-443)
128,3zni,Q13191,P62837,P43403,Q13191:E(38-427) | P62837:G(2-147),Q13191:M(38-427) | P43403:N(289-297)
128,3zni,Q13191,P62837,P43403,Q13191:E(38-427) | P62837:G(2-147),Q13191:A(38-427) | P43403:B(289-297)
128,3zni,Q13191,P62837,P43403,Q13191:E(38-427) | P62837:G(2-147),Q13191:E(38-427) | P43403:F(290-297)
128,3zni,Q13191,P62837,P43403,Q13191:E(38-427) | P62837:G(2-147),Q13191:I(41-426) | P43403:J(290-297)
128,3zni,Q13191,P62837,P43403,Q13191:M(38-427) | P62837:O(2-147),Q13191:M(38-427) | P43403:N(289-297)
128,3zni,Q13191,P62837,P43403,Q13191:M(38-427) | P62837:O(2-147),Q13191:A(38-427) | P43403:B(289-297)
128,3zni,Q13191,P62837,P43403,Q13191:M(38-427) | P62837:O(2-147),Q13191:E(38-427) | P43403:F(290-297)
128,3zni,Q13191,P62837,P43403,Q13191:M(38-427) | P62837:O(2-147),Q13191:I(41-426) | P43403:J(290-297)
128,3zni,Q13191,P62837,P43403,Q13191:A(38-427) | P62837:C(2-147),Q13191:M(38-427) | P43403:N(289-297)
128,3zni,Q13191,P62837,P43403,Q13191:A(38-427) | P62837:C(2-147),Q13191:A(38-427) | P43403:B(289-297)
128,3zni,Q13191,P62837,P43403,Q13191:A(38-427) | P62837:C(2-147),Q13191:E(38-427) | P43403:F(290-297)
128,3zni,Q13191,P62837,P43403,Q13191:A(38-427) | P62837:C(2-147),Q13191:I(41-426) | P43403:J(290-297)
128,3zni,Q13191,P62837,P43403,Q13191:I(41-426) | P62837:K(2-147),Q13191:M(38-427) | P43403:N(289-297)
128,3zni,Q13191,P62837,P43403,Q13191:I(41-426) | P62837:K(2-147),Q13191:A(38-427) | P43403:B(289-297)
128,3zni,Q13191,P62837,P43403,Q13191:I(41-426) | P62837:K(2-147),Q13191:E(38-427) | P43403:F(290-297)
128,3zni,Q13191,P62837,P43403,Q13191:I(41-426) | P62837:K(2-147),Q13191:I(41-426) | P43403:J(290-297)
129,7dvq,Q13435,O15541,Q15427,Q13435:2(458-712) | O15541:M(97-309),Q13435:2(458-712) | Q15427:4(12-89)
130,3gp2,Q13557,P0DP23,P0DP24,Q13557:B(294-311) | P0DP23:A(3-148),Q13557:B(294-311) | P0DP24:A(3-148)
130,2wel,Q13557,P0DP23,P0DP24,Q13557:A(11-316) | P0DP23:D(3-147),Q13557:A(11-316) | P0DP24:D(3-147)
131,6id0,Q13573,O60508,Q9BZJ0,Q13573:R(47-318) | O60508:W(70-578),Q13573:R(47-318) | Q9BZJ0:J(179-802)
131,6id1,Q13573,O60508,Q9BZJ0,Q13573:R(47-318) | O60508:W(70-227),Q13573:R(47-318) | Q9BZJ0:J(179-802)
131,6icz,Q13573,O60508,Q9BZJ0,Q13573:R(51-316) | O60508:W(71-578),Q13573:R(51-316) | Q9BZJ0:J(179-802)
131,6ff4,Q13573,O60508,Q9BZJ0,Q13573:C(83-334) | O60508:E(83-220),Q13573:C(83-334) | Q9BZJ0:O(215-467)
131,6zym,Q13573,O60508,Q9BZJ0,Q13573:C(67-302) | O60508:E(70-147),Q13573:C(67-302) | Q9BZJ0:O(179-441)
131,6ff7,Q13573,O60508,Q9BZJ0,Q13573:C(83-334) | O60508:E(83-220),Q13573:C(83-334) | Q9BZJ0:O(215-467)
131,7abi,Q13573,O60508,Q9BZJ0,Q13573:v(129-334) | O60508:8(114-131),Q13573:v(129-334) | Q9BZJ0:O(215-462)
132,7b5l,Q13616,Q13309,Q9Y4X5,Q13616:C(17-776) | Q13309:T(95-419),Q13616:C(17-776) | Q9Y4X5:H(98-554)
132,7b5m,Q13616,Q13309,Q9Y4X5,Q13616:C(17-685) | Q13309:T(95-419),Q13616:C(17-685) | Q9Y4X5:H(316-554)
133,6r7n,Q13617,Q15369,P61201,Q13617:O(1-745) | Q15369:Q(17-112),Q13617:O(1-745) | P61201:B(1-443)
133,6r7f,Q13617,Q15369,P61201,Q13617:O(1-745) | Q15369:Q(1-112),Q13617:O(1-745) | P61201:B(30-443)
133,6r7h,Q13617,Q15369,P61201,Q13617:O(1-654) | Q15369:Q(1-112),Q13617:O(1-654) | P61201:B(30-443)
134,2f3y,Q13936,P0DP23,P0DP24,Q13936:B(1665-1682) | P0DP23:A(4-149),Q13936:B(1665-1682) | P0DP24:A(4-149)
134,2f3z,Q13936,P0DP23,P0DP24,Q13936:B(1665-1682) | P0DP23:A(4-147),Q13936:B(1665-1682) | P0DP24:A(4-147)
134,3g43,Q13936,P0DP23,P0DP24,Q13936:E(1608-1682) | P0DP23:C(2-149),Q13936:E(1608-1682) | P0DP24:C(2-149)
134,3g43,Q13936,P0DP23,P0DP24,Q13936:E(1608-1682) | P0DP23:C(2-149),Q13936:E(1608-1682) | P0DP24:B(3-149)
134,3g43,Q13936,P0DP23,P0DP24,Q13936:E(1608-1682) | P0DP23:C(2-149),Q13936:F(1608-1651) | P0DP24:C(2-149)
134,3g43,Q13936,P0DP23,P0DP24,Q13936:E(1608-1682) | P0DP23:C(2-149),Q13936:E(1608-1682) | P0DP24:D(4-149)
134,3g43,Q13936,P0DP23,P0DP24,Q13936:E(1608-1682) | P0DP23:C(2-149),Q13936:F(1608-1651) | P0DP24:D(4-149)
134,3g43,Q13936,P0DP23,P0DP24,Q13936:E(1608-1682) | P0DP23:B(3-149),Q13936:E(1608-1682) | P0DP24:C(2-149)
134,3g43,Q13936,P0DP23,P0DP24,Q13936:E(1608-1682) | P0DP23:B(3-149),Q13936:E(1608-1682) | P0DP24:B(3-149)
134,3g43,Q13936,P0DP23,P0DP24,Q13936:E(1608-1682) | P0DP23:B(3-149),Q13936:F(1608-1651) | P0DP24:C(2-149)
134,3g43,Q13936,P0DP23,P0DP24,Q13936:E(1608-1682) | P0DP23:B(3-149),Q13936:E(1608-1682) | P0DP24:D(4-149)
134,3g43,Q13936,P0DP23,P0DP24,Q13936:E(1608-1682) | P0DP23:B(3-149),Q13936:F(1608-1651) | P0DP24:D(4-149)
134,3g43,Q13936,P0DP23,P0DP24,Q13936:F(1608-1651) | P0DP23:C(2-149),Q13936:E(1608-1682) | P0DP24:C(2-149)
134,3g43,Q13936,P0DP23,P0DP24,Q13936:F(1608-1651) | P0DP23:C(2-149),Q13936:E(1608-1682) | P0DP24:B(3-149)
134,3g43,Q13936,P0DP23,P0DP24,Q13936:F(1608-1651) | P0DP23:C(2-149),Q13936:F(1608-1651) | P0DP24:C(2-149)
134,3g43,Q13936,P0DP23,P0DP24,Q13936:F(1608-1651) | P0DP23:C(2-149),Q13936:E(1608-1682) | P0DP24:D(4-149)
134,3g43,Q13936,P0DP23,P0DP24,Q13936:F(1608-1651) | P0DP23:C(2-149),Q13936:F(1608-1651) | P0DP24:D(4-149)
134,3g43,Q13936,P0DP23,P0DP24,Q13936:E(1608-1682) | P0DP23:D(4-149),Q13936:E(1608-1682) | P0DP24:C(2-149)
134,3g43,Q13936,P0DP23,P0DP24,Q13936:E(1608-1682) | P0DP23:D(4-149),Q13936:E(1608-1682) | P0DP24:B(3-149)
134,3g43,Q13936,P0DP23,P0DP24,Q13936:E(1608-1682) | P0DP23:D(4-149),Q13936:F(1608-1651) | P0DP24:C(2-149)
134,3g43,Q13936,P0DP23,P0DP24,Q13936:E(1608-1682) | P0DP23:D(4-149),Q13936:E(1608-1682) | P0DP24:D(4-149)
134,3g43,Q13936,P0DP23,P0DP24,Q13936:E(1608-1682) | P0DP23:D(4-149),Q13936:F(1608-1651) | P0DP24:D(4-149)
134,3g43,Q13936,P0DP23,P0DP24,Q13936:F(1608-1651) | P0DP23:D(4-149),Q13936:E(1608-1682) | P0DP24:C(2-149)
134,3g43,Q13936,P0DP23,P0DP24,Q13936:F(1608-1651) | P0DP23:D(4-149),Q13936:E(1608-1682) | P0DP24:B(3-149)
134,3g43,Q13936,P0DP23,P0DP24,Q13936:F(1608-1651) | P0DP23:D(4-149),Q13936:F(1608-1651) | P0DP24:C(2-149)
134,3g43,Q13936,P0DP23,P0DP24,Q13936:F(1608-1651) | P0DP23:D(4-149),Q13936:E(1608-1682) | P0DP24:D(4-149)
134,3g43,Q13936,P0DP23,P0DP24,Q13936:F(1608-1651) | P0DP23:D(4-149),Q13936:F(1608-1651) | P0DP24:D(4-149)
134,3oxq,Q13936,P0DP23,P0DP24,Q13936:F(1609-1682) | P0DP23:C(4-148),Q13936:E(1609-1682) | P0DP24:A(4-148)
134,3oxq,Q13936,P0DP23,P0DP24,Q13936:F(1609-1682) | P0DP23:C(4-148),Q13936:F(1609-1682) | P0DP24:C(4-148)
134,3oxq,Q13936,P0DP23,P0DP24,Q13936:E(1609-1682) | P0DP23:A(4-148),Q13936:E(1609-1682) | P0DP24:A(4-148)
134,3oxq,Q13936,P0DP23,P0DP24,Q13936:E(1609-1682) | P0DP23:A(4-148),Q13936:F(1609-1682) | P0DP24:C(4-148)
134,3oxq,Q13936,P0DP23,P0DP24,Q13936:F(1609-1682) | P0DP23:B(4-147),Q13936:E(1609-1682) | P0DP24:A(4-148)
134,3oxq,Q13936,P0DP23,P0DP24,Q13936:F(1609-1682) | P0DP23:B(4-147),Q13936:F(1609-1682) | P0DP24:C(4-148)
134,3oxq,Q13936,P0DP23,P0DP24,Q13936:E(1609-1682) | P0DP23:D(4-147),Q13936:E(1609-1682) | P0DP24:A(4-148)
134,3oxq,Q13936,P0DP23,P0DP24,Q13936:E(1609-1682) | P0DP23:D(4-147),Q13936:F(1609-1682) | P0DP24:C(4-148)
134,2lqc,Q13936,P0DP23,P0DP24,Q13936:B(47-68) | P0DP23:A(2-78),Q13936:B(47-68) | P0DP24:A(2-78)
134,6ctb,Q13936,P0DP23,P0DP24,Q13936:B(1662-1686) | P0DP23:A(82-148),Q13936:B(1662-1686) | P0DP24:A(82-148)
135,6ybd,Q14152,Q7L2H7,P61247,Q14152:u(1-572) | Q7L2H7:6(8-357),Q14152:u(1-572) | P61247:O(23-233)
136,6o9z,Q14232,P05198,P49770,Q14232:G(1-305) | P05198:M(6-181),Q14232:H(1-305) | P49770:D(8-351)
136,6o9z,Q14232,P05198,P49770,Q14232:G(1-305) | P05198:M(6-181),Q14232:G(1-305) | P49770:C(8-351)
136,6o9z,Q14232,P05198,P49770,Q14232:H(1-305) | P05198:L(6-181),Q14232:H(1-305) | P49770:D(8-351)
136,6o9z,Q14232,P05198,P49770,Q14232:H(1-305) | P05198:L(6-181),Q14232:G(1-305) | P49770:C(8-351)
136,7d45,Q14232,P05198,P49770,Q14232:A(1-305) | P05198:K(6-181),Q14232:A(1-305) | P49770:D(8-351)
136,7d45,Q14232,P05198,P49770,Q14232:A(1-305) | P05198:K(6-181),Q14232:B(1-305) | P49770:C(8-351)
136,7d44,Q14232,P05198,P49770,Q14232:A(1-305) | P05198:K(6-181),Q14232:A(1-305) | P49770:D(8-351)
136,7d44,Q14232,P05198,P49770,Q14232:A(1-305) | P05198:K(6-181),Q14232:B(1-305) | P49770:C(8-351)
136,7d44,Q14232,P05198,P49770,Q14232:B(1-305) | P05198:L(6-181),Q14232:A(1-305) | P49770:D(8-351)
136,7d44,Q14232,P05198,P49770,Q14232:B(1-305) | P05198:L(6-181),Q14232:B(1-305) | P49770:C(8-351)
136,7d43,Q14232,P05198,P49770,Q14232:A(1-305) | P05198:K(6-271),Q14232:A(1-305) | P49770:D(8-351)
136,7d43,Q14232,P05198,P49770,Q14232:A(1-305) | P05198:K(6-271),Q14232:B(1-305) | P49770:C(8-351)
136,7d43,Q14232,P05198,P49770,Q14232:B(1-305) | P05198:L(6-181),Q14232:A(1-305) | P49770:D(8-351)
136,7d43,Q14232,P05198,P49770,Q14232:B(1-305) | P05198:L(6-181),Q14232:B(1-305) | P49770:C(8-351)
136,6k72,Q14232,P05198,P49770,Q14232:A(4-305) | P05198:K(7-271),Q14232:A(4-305) | P49770:D(8-351)
136,6k72,Q14232,P05198,P49770,Q14232:A(4-305) | P05198:K(7-271),Q14232:B(5-305) | P49770:C(8-351)
136,6k72,Q14232,P05198,P49770,Q14232:B(5-305) | P05198:L(7-187),Q14232:A(4-305) | P49770:D(8-351)
136,6k72,Q14232,P05198,P49770,Q14232:B(5-305) | P05198:L(7-187),Q14232:B(5-305) | P49770:C(8-351)
137,4djc,Q14524,P0DP24,P0DP23,Q14524:B(1491-1501) | P0DP24:A(1-149),Q14524:B(1491-1501) | P0DP23:A(1-149)
137,5dbr,Q14524,P0DP24,P0DP23,Q14524:C(1514-1527) | P0DP24:A(5-149),Q14524:C(1514-1527) | P0DP23:A(5-149)
137,6mud,Q14524,P0DP24,P0DP23,Q14524:B(1786-1920) | P0DP24:A(2-148),Q14524:B(1786-1920) | P0DP23:A(2-148)
137,4jq0,Q14524,P0DP24,P0DP23,Q14524:D(1786-1927) | P0DP24:C(7-148),Q14524:D(1786-1927) | P0DP23:C(7-148)
137,2l53,Q14524,P0DP24,P0DP23,Q14524:B(1901-1927) | P0DP24:A(2-149),Q14524:B(1901-1927) | P0DP23:A(2-149)
138,6z3w,Q15006,Q8N766,Q9BV81,Q15006:B(11-273) | Q8N766:A(960-993),Q15006:B(11-273) | Q9BV81:F(1-110)
139,5m32,Q15008,P60896,P43686,Q15008:m(14-388) | P60896:s(38-63),Q15008:m(14-388) | P43686:e(53-418)
139,5gjq,Q15008,P60896,P43686,Q15008:R(14-389) | P60896:Y(3-68),Q15008:R(14-389) | P43686:K(39-418)
139,5t0h,Q15008,P60896,P43686,Q15008:Y(12-389) | P60896:e(56-70),Q15008:Y(12-389) | P43686:D(39-418)
139,5vft,Q15008,P60896,P43686,Q15008:Y(12-389) | P60896:e(56-70),Q15008:Y(12-389) | P43686:D(39-418)
140,6d6q,Q15024,Q5RKV6,Q9Y2L1,Q15024:E(5-290) | Q5RKV6:F(3-270),Q15024:E(5-290) | Q9Y2L1:K(1-929)
140,6d6r,Q15024,Q5RKV6,Q9Y2L1,Q15024:E(5-290) | Q5RKV6:F(3-270),Q15024:E(5-290) | Q9Y2L1:K(1-929)
140,6h25,Q15024,Q5RKV6,Q9Y2L1,Q15024:E(4-290) | Q5RKV6:F(4-266),Q15024:E(4-290) | Q9Y2L1:J(1-929)
141,6ah0,Q15029,Q53GS9,P62318,Q15029:C(112-943) | Q53GS9:W(103-565),Q15029:C(112-943) | P62318:e(4-81)
142,7dvq,Q15393,Q7RTV0,O75643,Q15393:3(1-1217) | Q7RTV0:6(2-106),Q15393:3(1-1217) | O75643:D(404-2125)
142,6ff7,Q15393,Q7RTV0,O75643,Q15393:v(1-1217) | Q7RTV0:y(2-101),Q15393:v(1-1217) | O75643:r(404-2125)
143,6mzd,Q15542,Q5VWG9,Q16594,Q15542:F(210-796) | Q5VWG9:C(1-93),Q15542:F(210-796) | Q16594:L(13-109)
143,6mzl,Q15542,Q5VWG9,Q16594,Q15542:F(210-796) | Q5VWG9:C(1-93),Q15542:F(210-796) | Q16594:L(13-109)
143,6mzl,Q15542,Q5VWG9,Q16594,Q15542:F(210-796) | Q5VWG9:C(1-93),Q15542:G(210-796) | Q16594:M(13-109)
144,5hyn,Q15910,P68431,Q92833,Q15910:A(10-740) | P68431:D(23-31),Q15910:A(10-740) | Q92833:E(110-120)
144,5hyn,Q15910,P68431,Q92833,Q15910:A(10-740) | P68431:D(23-31),Q15910:F(10-739) | Q92833:J(111-120)
144,5hyn,Q15910,P68431,Q92833,Q15910:A(10-740) | P68431:D(23-31),Q15910:Q(12-739) | Q92833:U(111-120)
144,5hyn,Q15910,P68431,Q92833,Q15910:A(10-740) | P68431:D(23-31),Q15910:K(10-732) | Q92833:P(112-120)
144,5hyn,Q15910,P68431,Q92833,Q15910:F(10-739) | P68431:I(23-31),Q15910:A(10-740) | Q92833:E(110-120)
144,5hyn,Q15910,P68431,Q92833,Q15910:F(10-739) | P68431:I(23-31),Q15910:F(10-739) | Q92833:J(111-120)
144,5hyn,Q15910,P68431,Q92833,Q15910:F(10-739) | P68431:I(23-31),Q15910:Q(12-739) | Q92833:U(111-120)
144,5hyn,Q15910,P68431,Q92833,Q15910:F(10-739) | P68431:I(23-31),Q15910:K(10-732) | Q92833:P(112-120)
144,5hyn,Q15910,P68431,Q92833,Q15910:Q(12-739) | P68431:T(23-31),Q15910:A(10-740) | Q92833:E(110-120)
144,5hyn,Q15910,P68431,Q92833,Q15910:Q(12-739) | P68431:T(23-31),Q15910:F(10-739) | Q92833:J(111-120)
144,5hyn,Q15910,P68431,Q92833,Q15910:Q(12-739) | P68431:T(23-31),Q15910:Q(12-739) | Q92833:U(111-120)
144,5hyn,Q15910,P68431,Q92833,Q15910:Q(12-739) | P68431:T(23-31),Q15910:K(10-732) | Q92833:P(112-120)
144,5hyn,Q15910,P68431,Q92833,Q15910:K(10-732) | P68431:O(23-31),Q15910:A(10-740) | Q92833:E(110-120)
144,5hyn,Q15910,P68431,Q92833,Q15910:K(10-732) | P68431:O(23-31),Q15910:F(10-739) | Q92833:J(111-120)
144,5hyn,Q15910,P68431,Q92833,Q15910:K(10-732) | P68431:O(23-31),Q15910:Q(12-739) | Q92833:U(111-120)
144,5hyn,Q15910,P68431,Q92833,Q15910:K(10-732) | P68431:O(23-31),Q15910:K(10-732) | Q92833:P(112-120)
145,5v1y,Q16186,Q99460,P0CG47,Q16186:A(19-131) | Q99460:E(940-951),Q16186:B(20-132) | P0CG47:D(153-225)
145,5v1y,Q16186,Q99460,P0CG47,Q16186:A(19-131) | Q99460:E(940-951),Q16186:A(19-131) | P0CG47:C(153-224)
145,5v1y,Q16186,Q99460,P0CG47,Q16186:B(20-132) | Q99460:F(940-950),Q16186:B(20-132) | P0CG47:D(153-225)
145,5v1y,Q16186,Q99460,P0CG47,Q16186:B(20-132) | Q99460:F(940-950),Q16186:A(19-131) | P0CG47:C(153-224)
145,6oi4,Q16186,Q99460,P0CG47,Q16186:A(20-131) | Q99460:E(940-951),Q16186:A(20-131) | P0CG47:C(153-227)
145,6oi4,Q16186,Q99460,P0CG47,Q16186:A(20-131) | Q99460:E(940-951),Q16186:B(21-131) | P0CG47:D(153-227)
145,6oi4,Q16186,Q99460,P0CG47,Q16186:B(21-131) | Q99460:F(940-950),Q16186:A(20-131) | P0CG47:C(153-227)
145,6oi4,Q16186,Q99460,P0CG47,Q16186:B(21-131) | Q99460:F(940-950),Q16186:B(21-131) | P0CG47:D(153-227)
145,5v1z,Q16186,Q99460,P0CG47,Q16186:B(21-132) | Q99460:F(940-951),Q16186:B(21-132) | P0CG47:D(153-225)
145,5v1z,Q16186,Q99460,P0CG47,Q16186:B(21-132) | Q99460:F(940-951),Q16186:A(20-131) | P0CG47:C(77-148)
145,5v1z,Q16186,Q99460,P0CG47,Q16186:A(20-131) | Q99460:E(940-951),Q16186:B(21-132) | P0CG47:D(153-225)
145,5v1z,Q16186,Q99460,P0CG47,Q16186:A(20-131) | Q99460:E(940-951),Q16186:A(20-131) | P0CG47:C(77-148)
145,6uyj,Q16186,Q99460,P0CG47,Q16186:A(20-132) | Q99460:B(940-953),Q16186:A(20-132) | P0CG47:D(1-76)
145,6uyi,Q16186,Q99460,P0CG47,Q16186:A(20-132) | Q99460:B(940-953),Q16186:A(20-132) | P0CG47:C(1-76)
145,6uyi,Q16186,Q99460,P0CG47,Q16186:A(20-132) | Q99460:B(940-953),Q16186:A(20-132) | P0CG47:D(1-76)
146,6e3y,Q16602,P06881,O60894,Q16602:R(33-402) | P06881:P(83-119),Q16602:R(33-402) | O60894:E(29-143)
146,7knu,Q16602,P06881,O60894,Q16602:R(33-402) | P06881:P(109-119),Q16602:R(33-402) | O60894:E(29-143)
147,5xtd,Q16718,O95299,O95182,Q16718:H(5-116) | O95299:w(36-355),Q16718:H(5-116) | O95182:I(4-113)
148,6g18,Q2NL82,P62861,Q96GA3,Q2NL82:u(47-792) | P62861:e(5-59),Q2NL82:u(47-792) | Q96GA3:t(247-474)
148,6g4s,Q2NL82,P62861,Q96GA3,Q2NL82:u(48-792) | P62861:e(5-59),Q2NL82:u(48-792) | Q96GA3:t(352-469)
148,6g4w,Q2NL82,P62861,Q96GA3,Q2NL82:u(48-792) | P62861:e(5-59),Q2NL82:u(48-792) | Q96GA3:t(352-369)
149,6ud7,Q66K64,Q14498,Q16531,Q66K64:A(32-600) | Q14498:C(248-328),Q66K64:A(32-600) | Q16531:B(2-1140)
149,6ue5,Q66K64,Q14498,Q16531,Q66K64:A(32-600) | Q14498:C(248-328),Q66K64:A(32-600) | Q16531:B(2-1140)
149,6pai,Q66K64,Q14498,Q16531,Q66K64:C(33-600) | Q14498:D(248-327),Q66K64:C(33-600) | Q16531:A(2-1140)
149,6q0r,Q66K64,Q14498,Q16531,Q66K64:B(34-259) | Q14498:D(248-329),Q66K64:B(34-259) | Q16531:A(1-1140)
149,6q0r,Q66K64,Q14498,Q16531,Q66K64:B(34-259) | Q14498:D(248-329),Q66K64:C(383-600) | Q16531:A(1-1140)
149,6q0w,Q66K64,Q14498,Q16531,Q66K64:B(33-259) | Q14498:D(250-327),Q66K64:B(33-259) | Q16531:A(1-1140)
149,6q0w,Q66K64,Q14498,Q16531,Q66K64:B(33-259) | Q14498:D(250-327),Q66K64:C(383-600) | Q16531:A(1-1140)
149,6q0v,Q66K64,Q14498,Q16531,Q66K64:B(33-259) | Q14498:D(250-327),Q66K64:B(33-259) | Q16531:A(1-1140)
149,6q0v,Q66K64,Q14498,Q16531,Q66K64:B(33-259) | Q14498:D(250-327),Q66K64:C(383-600) | Q16531:A(1-1140)
149,6q0v,Q66K64,Q14498,Q16531,Q66K64:C(383-600) | Q14498:D(250-327),Q66K64:B(33-259) | Q16531:A(1-1140)
149,6q0v,Q66K64,Q14498,Q16531,Q66K64:C(383-600) | Q14498:D(250-327),Q66K64:C(383-600) | Q16531:A(1-1140)
149,6q0w,Q66K64,Q14498,Q16531,Q66K64:C(383-600) | Q14498:D(250-327),Q66K64:B(33-259) | Q16531:A(1-1140)
149,6q0w,Q66K64,Q14498,Q16531,Q66K64:C(383-600) | Q14498:D(250-327),Q66K64:C(383-600) | Q16531:A(1-1140)
149,6q0r,Q66K64,Q14498,Q16531,Q66K64:C(383-600) | Q14498:D(248-329),Q66K64:B(34-259) | Q16531:A(1-1140)
