cooperative,common,V1,V2,thetad_V1_V2,degree_common,degree_V1,degree_V2,score,quantile,paralog,common_length,V1_length,V2_length,average_V1_V2
0,Q8N6S4,Q13258,Q6PUV4,0.288580091,7,1,7,0.334,3,no,541,359,134,246.5
0,P08263,P09210,Q9BX51,0.313851306,8,6,1,0.332,3,no,222,222,225,223.5
0,Q9GZU5,Q8N412,Q5W111,0.231932629,10,3,5,0.332,3,no,476,459,196,327.5
0,Q9GZU5,Q10472,Q5W111,0.231717554,10,3,5,0.332,3,no,476,559,196,377.5
0,A8K855,Q86UN6,Q8WZ73,0.566136949,7,10,9,0.332,3,no,629,197,363,280
0,P21145,Q8WTT0,P26715,0.18230334,9,2,8,0.332,3,no,153,213,233,223
0,Q8N8M0,Q6B0B8,Q6P1Q9,0.66184011,3,4,4,0.332,3,no,369,471,378,424.5
0,Q8TCW7,Q8NFT2,Q9UJJ9,1.508441002,10,2,5,0.33,3,no,415,490,305,397.5
0,Q9NV35,Q6UWW0,A2RUU4,0.319743331,3,7,6,0.328,3,no,164,184,121,152.5
0,Q9UH77,Q9BYP7,Q9Y3S1,0.179868483,8,7,5,0.328,3,no,587,1800,2297,2048.5
0,Q9GZU5,Q9P0S2,Q5W111,0.231787504,10,4,5,0.328,3,no,476,106,196,151
0,P80404,Q9BRL7,Q6PIY5,0.065163718,5,7,1,0.328,3,no,500,303,440,371.5
0,P48788,P63316,Q52LD8,2.136929574,9,7,8,0.328,3,no,182,161,501,331
0,P15882,Q9H0C2,Q9Y5R4,4.718014071,10,2,5,0.326,3,no,459,315,338,326.5
0,Q14061,Q96I36,Q9BW62,0.620447052,6,3,8,0.326,3,no,63,57,490,273.5
0,P54852,P26715,Q9BUP3,0.2402966,10,8,10,0.326,3,no,163,233,242,237.5
0,O95825,Q13572,Q9HCM2,0.556625261,9,4,3,0.326,3,no,349,414,1894,1154
0,Q8IYJ0,Q5VZK9,Q8N4A0,0.055958,10,10,7,0.326,3,no,282,1371,578,974.5
0,Q86UR1,Q9UFD9,Q53HV7,2.434439101,6,4,4,0.326,3,no,476,1639,270,954.5
0,O76096,Q06033,Q8WU08,0.360470884,10,3,2,0.324,3,no,145,890,396,643
0,O95471,P16422,P09758,2.878692673,5,6,5,0.324,3,yes,211,314,323,318.5
0,P08246,P10144,P03973,0.73460452,8,4,5,0.324,3,no,267,247,132,189.5
0,P01138,Q01973,Q9UPU3,0.344580966,7,10,1,0.324,3,no,241,937,1222,1079.5
0,P04070,P07225,P02776,0.620514413,10,9,8,0.324,3,no,461,676,101,388.5
0,Q53GG5,Q9UBF9,Q86TC9,3.367745921,9,7,7,0.324,3,no,364,498,1320,909
0,Q96FC7,Q96DC7,O76083,0.092023806,10,6,10,0.322,3,no,376,493,593,543
0,P11226,O00187,P17927,1.95253294,10,9,6,0.322,3,no,248,686,2039,1362.5
0,O60353,P47972,Q8N474,0.344578122,9,5,6,0.322,3,no,706,431,314,372.5
0,Q9C0B6,P05496,Q9HBH5,0.274827799,6,8,9,0.322,3,no,783,136,336,236
0,P51911,Q9UBC5,Q96EZ4,0.312607469,8,6,2,0.322,3,no,297,1043,313,678
0,O00230,P30872,P32745,3.510554126,6,3,3,0.32,3,yes,105,391,418,404.5
0,Q9BXN2,P53801,Q9BZL3,0.807729998,9,5,8,0.32,3,no,247,180,60,120
0,Q8N6V9,Q8NFR7,Q8NEF3,0.306281097,7,6,10,0.32,3,yes,391,591,446,518.5
0,O75061,Q9HB29,P11488,0.075350126,7,5,4,0.32,3,no,913,575,350,462.5
0,Q8N3J9,Q9HD89,Q86WZ6,0.547823126,4,5,5,0.32,3,no,261,108,799,453.5
0,Q8IVU9,Q70IA8,P01571,4.642674063,3,4,6,0.32,3,no,208,216,189,202.5
0,P60329,Q8NA54,Q8IUC1,0.413847503,8,8,2,0.32,3,no,112,791,163,477
0,O00230,P30872,P02144,2.249259243,6,3,2,0.318,3,no,105,391,154,272.5
0,P47900,Q8IY22,P30542,0.200316317,8,3,9,0.318,3,no,373,773,326,549.5
0,P21728,Q6Y2X3,P30542,0.005967176,7,4,9,0.318,3,no,446,702,326,514
0,P26717,Q13241,O43914,0.759498676,5,6,9,0.318,3,no,231,179,113,146
0,Q9BSE2,Q9H2S6,Q8N0V5,0.204727998,9,2,8,0.318,3,no,394,317,402,359.5
0,Q9UH77,Q96J92,Q9BYP7,0.095756896,8,6,7,0.318,3,yes,587,1243,1800,1521.5
0,P21554,P28223,P35346,1.961164346,7,9,7,0.318,3,no,472,471,364,417.5
0,O00187,O43897,O75636,1.952606267,9,5,4,0.316,3,no,686,1013,299,656
0,Q5EBL8,Q9Y289,Q86UF1,1.408316885,8,5,7,0.316,3,no,140,635,283,459
0,Q9UH77,Q9Y3S1,Q96J92,0.275625379,8,5,6,0.316,3,no,587,2297,1243,1770
0,Q96PJ5,Q96SZ5,P04155,0.730274204,5,6,8,0.316,3,no,515,270,84,177
0,P27987,P27815,Q6IQ32,0.398119967,8,6,7,0.316,3,no,946,886,1131,1008.5
0,P52803,P54762,P29322,0.132159847,10,8,7,0.316,3,yes,228,984,1005,994.5
0,Q9NPJ8,Q9H4D5,Q96D03,5.953236205,10,3,8,0.316,3,no,142,531,193,362
0,O15432,O60896,O60894,2.519932538,8,3,2,0.314,3,yes,143,148,148,148
0,Q6FI81,Q9UHB4,P54284,0.430974203,9,6,10,0.314,3,no,312,597,484,540.5
0,A8K855,Q86UN6,Q6PF05,0.566210539,7,10,4,0.314,3,no,629,197,361,279
0,P20366,Q86UU9,P29371,0.252978765,7,1,2,0.314,3,no,129,113,465,289
0,P05496,Q9C0B6,O14788,0.223156061,8,6,8,0.312,3,no,136,783,317,550
0,Q05469,P49675,Q00G26,1.093752146,8,3,6,0.312,3,no,1076,285,463,374
0,Q13522,Q8N9B5,Q6X784,1.457800243,10,10,9,0.312,3,no,171,988,338,663
0,P54852,Q04941,P26715,0.443694899,10,4,8,0.312,3,no,163,152,233,192.5
0,P01732,P10966,P04234,1.726592628,9,1,9,0.312,3,no,235,210,171,190.5
0,P28222,Q9NNX6,P28221,0.650925587,9,6,3,0.312,3,no,390,404,377,390.5
0,A8K855,Q86UN6,Q92686,0.498697642,7,10,9,0.312,3,no,629,197,78,137.5
0,Q14721,Q8TDN1,Q8TDN2,3.234296498,9,5,4,0.312,3,yes,858,519,545,532
0,P30613,P13584,O14807,1.453903028,10,1,9,0.31,3,no,574,511,208,359.5
0,Q05469,P15090,Q00G26,1.093573438,8,8,6,0.31,3,no,1076,132,463,297.5
0,P31025,Q9BY49,P01213,1.752066629,9,10,5,0.31,3,no,176,303,254,278.5
0,Q99967,Q92754,Q92481,0.476619568,8,10,7,0.31,3,yes,270,450,460,455
0,P80404,P51649,Q8IWY8,2.153433032,5,6,10,0.31,3,no,500,535,852,693.5
0,Q6UW02,Q92508,Q6UXE8,0.299382345,3,10,7,0.31,3,no,462,2521,466,1493.5
0,Q16602,P06881,O60895,2.519604897,7,1,2,0.308,3,no,461,128,175,151.5
0,Q9Y2I7,P04180,Q7Z6M1,1.231524748,7,3,6,0.308,3,no,2098,440,372,406
0,O00230,P35346,P02144,2.249259714,6,7,2,0.306,3,no,105,364,154,259
0,Q8IWR1,Q8N966,Q8IXM6,0.215155274,8,1,5,0.306,3,no,403,263,262,262.5
0,Q04446,P46976,Q9NVD3,1.290878018,10,10,6,0.304,3,no,702,350,440,395
0,P47211,P08908,P22466,1.19198542,3,9,8,0.304,3,no,349,422,123,272.5
0,Q08708,A8K4G0,P30273,1.756844035,4,5,4,0.302,3,no,224,201,86,143.5
0,Q6PUV4,O14810,Q8N6S4,0.288625394,7,8,7,0.302,3,no,134,134,541,337.5
0,Q16602,P06881,O60896,2.519830648,7,1,3,0.302,3,no,461,128,148,138
0,Q96PQ0,P01138,P20783,0.099927884,5,7,9,0.302,3,yes,1159,241,257,249
0,Q53GG5,Q9NPC6,Q86TC9,3.362985841,9,8,7,0.302,3,no,364,264,1320,792
0,Q9BRK0,Q9NS61,Q9H902,1.109937254,5,9,10,0.302,3,no,252,270,201,235.5
0,Q05469,Q99541,O60240,0.000380211,8,3,4,0.3,3,yes,1076,437,522,479.5
0,P08048,P17010,P54284,0.909430118,4,3,10,0.3,3,no,801,805,484,644.5
0,O43914,Q14953,P26717,0.759490776,9,2,5,0.298,3,no,113,304,231,267.5
0,O14788,P05496,Q9Y6Q6,1.700552709,8,8,10,0.298,3,no,317,136,616,376
1,Q16602,P35318,O60896,2.52000659,7,1,3,0.298,3,no,461,185,148,166.5
0,P26715,P21145,Q13241,0.182279574,8,9,6,0.298,3,no,233,153,179,166
0,Q13507,Q9HCX4,Q96D31,0.503915415,10,3,7,0.298,3,no,921,862,301,581.5
0,Q96DP5,Q8N3Z0,Q8WWH5,3.028318373,5,5,6,0.296,3,no,389,413,349,381
0,Q07108,Q9NZG7,Q8NFZ8,0.656013778,8,1,3,0.296,3,no,199,142,388,265
0,P15882,Q9H0C2,P52757,0.565951114,10,2,7,0.296,3,no,459,315,468,391.5
0,P07306,P80404,Q9BX97,0.280245547,4,5,6,0.296,3,no,291,500,442,471
0,P10144,P10124,P50453,2.450744888,4,4,9,0.296,3,no,247,158,376,267
0,P23560,P34130,P49184,1.659346954,7,3,7,0.296,3,no,247,210,302,256
0,O43914,Q5TFQ8,P26717,0.759576677,9,2,5,0.294,3,no,113,398,231,314.5
0,Q96EK6,O95221,Q92781,0.039192556,7,7,3,0.294,3,no,184,314,318,316
0,Q9NX02,P59047,Q56P42,0.387546757,9,7,2,0.294,3,yes,1062,1200,97,648.5
0,P08697,P08246,P07477,1.434126535,5,8,6,0.294,3,no,491,267,247,257
0,P08174,P36222,Q9UHX3,3.103855321,5,9,3,0.294,3,no,381,383,823,603
0,Q53FV1,Q92911,Q9Y6L6,0.935264983,7,9,9,0.294,3,no,153,643,691,667
0,P10916,Q02045,Q9NZH8,2.670006903,10,1,3,0.294,3,no,166,173,169,171
0,Q9NPJ8,Q96PE3,Q96D03,5.955303083,10,3,8,0.294,3,no,142,977,193,585
0,Q6DKJ4,Q9H251,Q96FZ7,3.451821164,7,8,10,0.294,3,no,435,3354,201,1777.5
0,O75636,P17927,O00187,1.95253294,4,6,9,0.292,3,no,299,2039,686,1362.5
0,Q96HY7,Q96LB9,Q5VZ52,1.26580102,10,1,3,0.292,3,no,919,341,161,251
0,P48201,Q5JXX7,Q9P218,1.540785029,6,4,8,0.292,3,no,142,168,1284,726
0,P23560,P20783,P49184,1.659090787,7,9,7,0.292,3,no,247,257,302,279.5
0,P26012,Q96S06,O00258,0.280381291,10,4,9,0.29,3,no,769,567,174,370.5
0,Q92508,Q6UW02,P04155,0.299403261,10,3,8,0.29,3,no,2521,462,84,273
0,Q9NWS6,O00244,Q70IA8,1.718474615,7,4,4,0.288,3,no,357,68,216,142
0,Q9BSE2,Q8N0V5,Q9NS64,0.204647057,9,8,8,0.288,3,no,394,402,109,255.5
0,Q9GZU5,Q9P0S2,Q2M3G4,1.377059619,10,4,7,0.288,3,no,476,106,852,479
0,Q9HA92,P16233,Q7Z5U6,1.769737687,7,8,5,0.288,3,no,442,465,358,411.5
0,Q8TCW7,Q8NFT2,P31997,1.836993296,10,2,3,0.288,3,no,415,490,349,419.5
0,Q8TCW7,Q8NFT2,Q5VZK9,0.498663395,10,2,10,0.288,3,no,415,490,1371,930.5
0,P0DMN0,O00338,Q9BR01,2.63788494,6,9,9,0.286,3,yes,295,296,284,290
0,Q969H8,Q9Y4I5,Q9Y5X2,3.057139184,7,1,6,0.286,3,no,173,508,465,486.5
0,P51677,P51671,P13500,1.215885477,7,4,4,0.286,3,yes,355,97,99,98
0,P26715,P21145,Q01453,0.182153901,8,9,5,0.286,3,no,233,153,160,156.5
0,P16118,Q16877,P35557,0.302368552,2,7,2,0.286,3,no,471,469,465,467
0,P35557,Q14397,P16118,0.302232637,2,1,2,0.286,3,no,465,625,471,548
0,P26718,Q9UBK5,Q5VY80,0.00012028,8,1,1,0.286,3,no,216,93,246,169.5
0,P26718,Q5VY80,Q6H3X3,8.09E-05,8,1,1,0.286,3,yes,216,246,334,290
0,P26718,Q6H3X3,Q9UBK5,3.94E-05,8,1,1,0.286,3,no,216,334,93,213.5
0,P0DMM9,O00338,Q9BR01,2.63788494,6,9,9,0.284,3,yes,295,296,284,290
0,P0DMN0,O00338,Q15777,3.227034929,6,9,8,0.284,3,no,295,296,294,295
0,O15232,P21941,P30039,1.065189238,8,6,7,0.284,3,no,486,496,288,392
0,O43927,P46092,P49682,0.174027998,2,6,7,0.284,3,yes,109,362,368,365
0,Q9UM22,Q9UDV6,Q6UWV6,1.163873285,10,10,9,0.284,3,no,224,495,458,476.5
0,Q9BZL3,P54849,Q01453,0.182108072,8,1,5,0.284,3,yes,60,157,160,158.5
0,Q15485,P17927,O00187,1.95253294,7,6,9,0.282,3,no,313,2039,686,1362.5
0,P0DMM9,O00338,Q15777,3.227034929,6,9,8,0.282,3,no,295,296,294,295
0,O43745,Q14940,Q9UBY0,2.515015482,5,4,7,0.282,3,yes,196,896,812,854
0,Q7Z3Y8,Q5XKE5,Q12934,4.214773612,8,8,9,0.282,3,no,459,535,665,600
0,P16870,Q96P15,Q5GAN3,0.030879044,10,4,6,0.282,3,no,476,392,156,274
0,P78508,Q9NPI9,Q96SZ5,3.252174266,10,1,6,0.282,3,no,379,418,270,344
0,Q9BZL3,O95406,Q01453,0.182047246,8,1,5,0.282,3,no,60,144,160,152
0,Q00532,Q5MAI5,O43854,3.41792078,9,4,8,0.28,3,no,357,379,480,429.5
0,P50993,Q9GZN7,Q8NHG8,0.677605271,10,10,9,0.28,3,no,1020,287,242,264.5
0,P30542,P47900,P08588,2.464462342,9,8,8,0.28,3,no,326,373,477,425
0,P60369,Q13875,Q9BR84,0.001616385,9,5,4,0.28,3,no,221,183,538,360.5
0,Q9BXK5,Q8N661,P26678,1.12267186,6,1,8,0.28,3,no,485,226,52,139
0,P51677,P16619,P13500,1.214046062,7,3,4,0.28,3,yes,355,93,99,96
0,P26718,Q9BZM6,Q5VY80,0.002463255,8,7,1,0.28,3,yes,216,244,246,245
0,P26718,Q9BZM6,Q9UBK5,0.002342975,8,7,1,0.28,3,no,216,244,93,168.5
0,P26718,Q9BZM6,Q6H3X3,0.002382332,8,7,1,0.28,3,yes,216,244,334,289
0,Q96HU8,O14795,Q9H106,1.591104541,5,10,5,0.278,3,no,199,1591,197,894
0,P30273,O76036,Q9HCN6,0.144065929,4,5,8,0.278,3,no,86,304,339,321.5
0,Q9NZB8,Q96PJ5,P10746,0.418325469,10,5,7,0.278,3,no,636,515,265,390
0,P0C7H9,Q9BXU7,Q6R6M4,4.900842564,2,3,5,0.278,3,yes,530,913,530,721.5
0,P01019,P00797,P12821,0.0735946,10,4,3,0.276,3,no,476,406,1306,856
0,P01019,P50052,P12821,0.073776777,10,4,3,0.276,3,no,476,363,1306,834.5
0,Q14721,Q8TDN1,Q8TAE7,0.268798964,9,5,1,0.276,3,yes,858,519,436,477.5
0,Q9UJT0,Q9UJT1,Q7L2K0,0.308260701,5,4,4,0.276,3,no,475,453,433,443
0,B2RXF5,Q6P2P2,Q99592,1.228840823,10,10,10,0.274,3,no,422,845,522,683.5
0,P08908,P47211,P28222,7.31E-05,9,3,9,0.274,3,no,422,349,390,369.5
0,Q92874,Q86YI8,Q9BQT8,3.00654073,10,3,3,0.274,3,no,299,300,299,299.5
0,Q9NZB8,Q96PJ5,Q9H0T7,1.314655639,10,5,7,0.274,3,no,636,515,212,363.5
0,P08697,P00746,P07477,1.43431566,5,2,6,0.274,3,no,491,253,247,250
0,Q8IVA1,P10153,P37058,0.215803009,7,2,7,0.274,3,no,136,161,310,235.5
0,Q6ZMV9,Q86XA9,Q9UHY8,4.769808813,6,4,8,0.274,3,no,814,2040,353,1196.5
0,P50747,O00763,Q96BZ9,3.538607159,9,6,3,0.272,3,no,726,2458,403,1430.5
0,P22466,O43603,P47211,1.192079114,8,1,3,0.272,3,no,123,387,349,368
0,O43745,Q6AI14,Q9UBY0,2.515215289,5,2,7,0.272,3,yes,196,798,812,805
0,P27918,P00751,O76036,2.758433377,10,10,5,0.272,3,no,469,764,304,534
0,Q15777,P0DMN0,P0DMM9,0.000328071,8,6,6,0.272,3,yes,294,295,295,295
0,Q9BSU3,Q6N069,Q8WYP3,2.222704579,3,8,4,0.272,3,no,229,864,895,879.5
0,Q07108,A6NDB9,Q8NFZ8,0.017184254,8,5,3,0.27,3,no,199,673,388,530.5
0,O43914,Q9NP99,Q9NZC2,8.46E-05,9,2,4,0.27,3,no,113,234,230,232
0,P04155,Q92508,Q6UXZ3,0.408675249,8,10,3,0.27,3,no,84,2521,194,1357.5
0,P05813,P26998,P53674,2.753891796,5,3,6,0.27,3,yes,215,211,252,231.5
0,Q9H0R1,Q2VPB7,Q96JI7,4.114990038,3,7,4,0.27,3,no,490,878,2443,1660.5
0,P32745,P30874,O00230,3.510534631,3,7,6,0.268,3,no,418,369,105,237
0,Q9BZL3,O95406,Q9BXN2,0.806837669,8,1,9,0.268,3,no,60,144,247,195.5
0,Q9BR01,P0DMM9,P0DMN0,0.000328071,9,6,6,0.268,3,yes,284,295,295,295
0,P04155,O00481,Q9NYZ4,0.10731625,8,4,1,0.266,3,no,84,513,499,506
0,P04155,Q92508,Q96PJ5,0.625726572,8,10,5,0.266,3,no,84,2521,515,1518
0,P04155,Q9NYZ4,Q96PJ5,0.62580603,8,1,5,0.266,3,no,84,499,515,507
0,Q8NAU1,Q03393,O75808,1.276316142,9,9,10,0.266,3,no,212,145,1086,615.5
0,P60568,Q9HBE5,Q16552,1.850644768,5,3,6,0.266,3,no,153,538,155,346.5
0,Q96DB5,Q13231,P05181,2.804521808,4,5,4,0.266,3,no,314,466,493,479.5
0,P51677,P80098,P13500,1.216349085,7,6,4,0.266,3,yes,355,99,99,99
0,Q9BZL3,P54849,Q9BXN2,0.806898495,8,1,9,0.266,3,no,60,157,247,202
0,O43897,P11226,P09871,0.740954851,5,10,7,0.264,3,no,1013,248,688,468
0,Q7Z5U6,O15069,Q9HA92,1.769630241,5,4,7,0.264,3,no,358,1562,442,1002
0,P08263,Q9BX51,O15217,0.313775791,8,1,4,0.264,3,no,222,225,222,223.5
0,P08263,Q9BX51,Q16772,0.313998981,8,1,2,0.264,3,no,222,225,222,223.5
0,P11926,Q9H6S1,O95190,1.303592126,7,8,4,0.264,3,no,461,392,189,290.5
0,O43897,P11226,P00736,0.740909506,5,10,8,0.262,3,no,1013,248,705,476.5
0,O00338,P0DMM9,O75897,3.113724617,9,6,3,0.262,3,yes,296,295,302,298.5
0,O95278,Q6VVB1,Q9UMS0,2.96444168,9,8,5,0.262,3,no,331,395,254,324.5
0,P56730,Q9H2H8,Q9NXG0,0.52803259,3,9,5,0.262,3,no,875,161,1405,783
0,P01031,P21730,Q03591,0.000215126,6,3,8,0.262,3,no,1676,350,330,340
0,P02776,P10145,P49682,0.174552717,8,9,7,0.262,3,no,101,99,368,233.5
0,P02776,P49682,P48061,0.174389071,8,7,7,0.262,3,no,101,368,93,230.5
0,Q53RT3,Q96FG2,Q9NP90,1.998181282,8,1,10,0.262,3,no,343,381,201,291
0,Q2PPJ7,Q9NYR9,Q9BTV6,2.529738029,6,10,7,0.262,3,no,1873,191,452,321.5
0,Q99999,Q6UXM1,Q7Z7B1,0.024772585,7,8,9,0.26,3,no,423,1119,504,811.5
0,Q9UQ26,Q96E17,O95716,0.019995768,8,6,5,0.26,3,yes,1411,227,219,223
0,Q9BZL3,P21145,Q01453,0.182153901,8,9,5,0.26,3,no,60,153,160,156.5
0,P29460,Q9NPF7,P29459,2.110261199,2,6,8,0.26,3,no,328,189,219,204
0,Q9GZU5,Q8N412,Q2M3G4,1.376914494,10,3,7,0.258,3,no,476,459,852,655.5
0,P01138,Q96PQ0,Q01973,0.244686237,7,5,10,0.258,3,no,241,1159,937,1048
0,P50225,O00204,P50226,0.548422224,8,8,7,0.256,3,yes,295,365,295,330
0,P78410,O00481,Q92968,0.000126039,6,4,8,0.256,3,no,334,513,403,458
0,P05496,O14788,P78410,0.172851418,8,8,6,0.256,3,no,136,317,334,325.5
0,P08908,P28221,P47211,0.000118292,9,3,3,0.256,3,no,422,377,349,363
0,Q9BU89,Q9HA64,Q9GZV4,0.073676679,6,8,10,0.256,3,no,302,309,153,231
0,Q96RJ0,Q6P5S7,Q8N4V2,0.710627598,4,2,5,0.256,3,no,339,137,548,342.5
0,Q8IWA6,Q9Y421,Q9H8W3,4.812334197,6,3,3,0.256,3,no,550,112,233,172.5
0,O00338,P0DMN0,O75897,3.114052688,9,6,3,0.254,3,yes,296,295,302,298.5
0,Q86UL8,P08588,O00548,1.855360328,10,8,5,0.254,3,no,1455,477,723,600
0,Q9BWT6,Q9P2W1,Q7Z6M4,2.725000733,7,4,8,0.254,3,no,205,217,381,299
0,P02763,P41222,P19652,0.000118231,9,7,2,0.254,3,no,201,190,201,195.5
0,P10916,Q02045,P35125,8.91E-05,10,1,4,0.254,3,no,166,173,1406,789.5
0,Q53GG5,Q9UBF9,Q8TDC0,0.76773913,9,7,4,0.254,3,no,364,498,251,374.5
0,P50747,Q86XM0,Q96BZ9,3.538590913,9,1,3,0.252,3,no,726,798,403,600.5
0,Q9BVX2,Q86UF1,B0YJ81,0.799772441,4,7,5,0.252,3,no,250,283,288,285.5
0,O43914,Q5TFQ8,Q9NP99,0.000148914,9,2,2,0.252,3,no,113,398,234,316
0,P04155,O00481,Q92508,0.107236792,8,4,10,0.252,3,no,84,513,2521,1517
0,Q6ZMR5,Q16557,P28330,1.710959219,6,6,5,0.252,3,no,418,428,430,429
0,P20023,P06734,P17927,0.969408762,8,1,6,0.252,3,no,1033,321,2039,1180
0,P16219,Q6ZMV9,Q9NU23,3.545955577,8,6,6,0.252,3,no,412,814,88,451
0,P28161,Q03013,P09488,1.945163053,4,4,6,0.252,3,yes,218,218,218,218
0,Q05329,Q99259,Q96B96,0.000153343,6,6,5,0.252,3,no,585,594,161,377.5
0,P49682,P02776,P02778,0.174603234,7,8,2,0.25,2,yes,368,101,98,99.5
0,Q06033,Q9BU02,O76096,0.360578698,3,8,10,0.25,3,no,890,230,145,187.5
0,P07225,Q6X784,P04003,2.411743766,9,9,7,0.25,3,no,676,338,597,467.5
0,Q13324,Q969E3,P06850,0.436121006,5,1,4,0.25,3,no,411,161,196,178.5
0,P16233,Q9HA92,Q9HBU6,1.884260982,8,7,8,0.25,3,no,465,442,452,447
0,O43914,Q14953,Q9NZC2,0.000150185,9,2,4,0.248,2,no,113,304,230,267
0,Q8N6V9,Q96MY1,Q8NFR7,0.306044207,7,3,6,0.248,2,no,391,436,591,513.5
0,Q9HA77,Q86V59,Q9H4X1,1.972240647,10,4,6,0.248,2,no,564,439,137,288
0,Q92503,Q16572,Q9Y426,2.852167615,8,1,5,0.248,2,no,715,532,696,614
0,Q5VZK9,Q8IYJ0,Q8TCW7,0.498275655,10,10,10,0.248,2,no,1371,282,415,348.5
0,P21754,O14917,Q05996,3.235702434,7,8,2,0.248,2,no,424,1159,745,952
0,P55001,P21810,Q01955,0.001789213,3,8,3,0.248,2,no,183,368,1670,1019
0,Q9BR01,Q8N143,P0DMM9,2.617932298,9,3,6,0.248,2,no,284,479,295,387
0,Q9BR01,Q8N143,P0DMN0,2.618260369,9,3,6,0.248,2,no,284,479,295,387
0,O43914,Q14953,Q9NP99,0.000234815,9,2,2,0.246,2,no,113,304,234,269
0,P49682,O43927,P02778,0.173995735,7,2,2,0.246,2,yes,368,109,98,103.5
0,Q86VW2,Q9UQ03,Q9BZR6,2.087234059,8,6,9,0.246,2,no,580,480,473,476.5
0,P17927,Q15485,P20023,0.969424976,6,7,8,0.246,2,no,2039,313,1033,673
0,O94818,O75971,Q8N6V9,3.29965264,7,7,7,0.246,2,no,638,98,391,244.5
0,P00326,P00325,Q86Y38,1.322485439,3,1,3,0.246,2,no,375,375,959,667
0,P21145,Q9BZL3,Q8N539,5.42E-05,9,8,1,0.246,2,no,153,60,461,260.5
0,Q8WZA2,Q9UQ26,Q09428,0.273529654,7,8,4,0.246,2,no,1011,1411,1581,1496
0,Q5JS37,Q5J5C9,O00253,0.561249613,3,8,9,0.244,2,no,347,76,132,104
0,P78410,Q9H330,O00481,0.005022315,6,9,4,0.244,2,no,334,879,513,696
0,P49682,O43927,O14625,0.173917754,7,2,3,0.244,2,yes,368,109,94,101.5
0,O14633,Q9BYP8,Q5TA81,1.619170894,5,1,4,0.244,2,no,110,105,110,107.5
0,Q96HD9,P45381,O15305,0.857973417,4,4,3,0.244,2,no,319,313,246,279.5
0,P05165,P05166,O60725,0.828520543,10,7,8,0.244,2,no,728,539,284,411.5
0,Q96A05,O95670,Q9BUW7,0.543503659,5,7,10,0.244,2,no,226,118,83,100.5
0,Q7Z3Y8,Q5XKE5,Q4LEZ3,0.001976368,8,8,1,0.244,2,no,459,535,155,345
0,P01031,P10643,P21730,0.000465016,6,3,3,0.244,2,no,1676,843,350,596.5
0,Q8N961,P04053,Q53T59,5.155333498,9,8,7,0.244,2,no,1025,509,392,450.5
0,P16233,P54317,Q9HBU6,1.884225776,8,1,8,0.244,2,no,465,469,452,460.5
0,Q99259,P46952,Q969L2,1.206235605,6,3,9,0.244,2,no,594,286,176,231
0,Q9BZL3,P54849,O95406,6.08E-05,8,1,1,0.244,2,no,60,157,144,150.5
0,P50226,P0DMN0,P0DMM9,0.000328071,7,6,6,0.244,2,yes,295,295,295,295
0,Q9H106,Q9UM22,Q53FT3,1.179938072,5,10,7,0.244,2,no,197,224,197,210.5
0,Q96DR8,Q96E40,Q96D96,0.776588924,10,4,7,0.242,2,no,90,222,273,247.5
0,Q86VW2,Q9UQ03,P47870,3.378918168,8,6,5,0.242,2,no,580,480,512,496
0,O15432,O60895,O60896,0.000225751,8,2,3,0.242,2,yes,143,175,148,161.5
0,P47870,P28472,P14867,0.927189531,5,7,5,0.242,2,yes,512,473,456,464.5
0,P01031,P07358,Q03591,0.000150377,6,2,8,0.242,2,yes,1676,591,330,460.5
0,P01031,P07358,P21730,6.47E-05,6,2,3,0.242,2,no,1676,591,350,470.5
0,Q96PJ5,Q9NZB8,P04155,0.62580978,5,10,8,0.242,2,no,515,636,84,360
0,Q9BZR6,P23515,Q86VW2,2.0872818,9,2,8,0.242,2,no,473,440,580,510
0,P10144,P14222,P50453,2.450925002,4,4,9,0.242,2,no,247,555,376,465.5
0,Q9UQ03,Q86VW2,Q13976,3.094281388,6,8,10,0.242,2,no,480,580,671,625.5
0,Q9UHF0,P29371,P21452,8.24E-05,3,2,2,0.242,2,yes,121,465,398,431.5
0,P52798,P29322,Q9UF33,2.837947018,5,7,4,0.242,2,no,201,1005,1036,1020.5
0,Q96NY7,P35462,Q9Y696,2.045362581,2,10,7,0.242,2,no,704,400,253,326.5
0,Q96B96,Q9UGQ2,Q86T13,7.12E-05,5,1,5,0.242,2,no,161,172,490,331
0,O00187,P0C0L5,O75636,1.952471298,9,3,4,0.24,2,no,686,1744,299,1021.5
0,O00187,P11226,Q15485,1.953141679,9,10,7,0.24,2,no,686,248,313,280.5
0,P54284,O00305,Q6FI81,0.430989264,10,6,9,0.24,2,no,484,520,312,416
0,Q14183,O14795,O60478,0.326496611,9,10,6,0.24,2,no,400,1591,399,995
0,P17927,O75636,P20023,0.969440565,6,4,8,0.24,2,no,2039,299,1033,666
0,Q92503,Q9GZV3,Q9Y426,2.852046462,8,2,5,0.24,2,no,715,580,696,638
0,Q16570,P10145,P13500,0.000470132,4,9,4,0.24,2,no,336,99,99,99
0,P21754,Q8IXA5,Q05996,3.238637058,7,6,2,0.24,2,no,424,215,745,480
0,Q7Z6M1,Q15569,Q9Y2I7,1.231067763,6,8,7,0.24,2,no,372,626,2098,1362
